Abraham,Hebron
Abraham,Hebron
Abraham,Hebron
Abraham,Hebron
Abraham_Lincoln,Petersen_House
Abraham_Lincoln,Petersen_House
Abraham_Lincoln,Petersen_House
Abraham_Lincoln,Petersen_House
Albert_Einstein,Princeton
Albert_Einstein,Princeton
Albert_Einstein,Princeton
Albert_Einstein,Princeton
Alexander_the_Great,Babylon
Alexander_the_Great,Babylon
Alexander_the_Great,Babylon
Alexander_the_Great,Babylon
Archimedes,Syracuse
Archimedes,Syracuse
Archimedes,Syracuse
Archimedes,Syracuse
Aristotle,Euboea
Aristotle,Euboea
Aristotle,Euboea
Aristotle,Euboea
Augustus,Nola
Augustus,Nola
Augustus,Nola
Augustus,Nola
Benjamin_Franklin,Philadelphia
Benjamin_Franklin,Philadelphia
Benjamin_Franklin,Philadelphia
Benjamin_Franklin,Philadelphia
Bob_Marley,Miami
Bob_Marley,Miami
Bob_Marley,Miami
Bob_Marley,Miami
Bruce_Lee,Hong_Kong
Bruce_Lee,Hong_Kong
Bruce_Lee,Hong_Kong
Bruce_Lee,Hong_Kong
Caligula,Palatine_Hill
Caligula,Palatine_Hill
Caligula,Palatine_Hill
Caligula,Palatine_Hill
Charlemagne,Aachen
Charlemagne,Aachen
Charlemagne,Aachen
Charlemagne,Aachen
Che_Guevara,La_Higuera
Che_Guevara,La_Higuera
Che_Guevara,La_Higuera
Che_Guevara,La_Higuera
Christopher_Columbus,Valladolid
Christopher_Columbus,Valladolid
Christopher_Columbus,Valladolid
Christopher_Columbus,Valladolid
Confucius,Lu_(state)
Confucius,Lu_(state)
Confucius,Lu_(state)
Confucius,Lu_(state)
David,Jerusalem
David,Jerusalem
David,Jerusalem
David,Jerusalem
David_Bowie,New_York_City
David_Bowie,New_York_City
David_Bowie,New_York_City
David_Bowie,New_York_City
Elvis_Presley,Memphis
Elvis_Presley,Memphis
Elvis_Presley,Memphis
Elvis_Presley,Memphis
Franklin_D._Roosevelt,Warm_Springs
Franklin_D._Roosevelt,Warm_Springs
Franklin_D._Roosevelt,Warm_Springs
Franklin_D._Roosevelt,Warm_Springs
Freddie_Mercury,Kensington
Freddie_Mercury,Kensington
Freddie_Mercury,Kensington
Freddie_Mercury,Kensington
Gautama_Buddha,Kushinagar
Gautama_Buddha,Kushinagar
Gautama_Buddha,Kushinagar
Gautama_Buddha,Kushinagar
George_Washington,Mount_Vernon
George_Washington,Mount_Vernon
George_Washington,Mount_Vernon
George_Washington,Mount_Vernon
Hannibal,Gebze
Hannibal,Gebze
Hannibal,Gebze
Hannibal,Gebze
Heath_Ledger,New_York_City
Heath_Ledger,New_York_City
Heath_Ledger,New_York_City
Heath_Ledger,New_York_City
Henry_VIII_of_England,Palace_of_Whitehall
Henry_VIII_of_England,Palace_of_Whitehall
Henry_VIII_of_England,Palace_of_Whitehall
Henry_VIII_of_England,Palace_of_Whitehall
Jesus,Jerusalem
Jesus,Jerusalem
Jesus,Jerusalem
Jesus,Jerusalem
Joan_of_Arc,Rouen
Joan_of_Arc,Rouen
Joan_of_Arc,Rouen
Joan_of_Arc,Rouen
John_F._Kennedy,Dallas
John_F._Kennedy,Dallas
John_F._Kennedy,Dallas
John_F._Kennedy,Dallas
John_Lennon,Manhattan
John_Lennon,Manhattan
John_Lennon,Manhattan
John_Lennon,Manhattan
Joseph_Stalin,Kuntsevo_Dacha
Joseph_Stalin,Kuntsevo_Dacha
Joseph_Stalin,Kuntsevo_Dacha
Joseph_Stalin,Kuntsevo_Dacha
Mahatma_Gandhi,New_Delhi
Mahatma_Gandhi,New_Delhi
Mahatma_Gandhi,New_Delhi
Mahatma_Gandhi,New_Delhi
Marco_Polo,Venice
Marco_Polo,Venice
Marco_Polo,Venice
Marco_Polo,Venice
Margaret_Thatcher,City_of_Westminster
Margaret_Thatcher,City_of_Westminster
Margaret_Thatcher,City_of_Westminster
Margaret_Thatcher,City_of_Westminster
Marilyn_Monroe,Los_Angeles
Marilyn_Monroe,Los_Angeles
Marilyn_Monroe,Los_Angeles
Marilyn_Monroe,Los_Angeles
Michael_Jackson,Los_Angeles
Michael_Jackson,Los_Angeles
Michael_Jackson,Los_Angeles
Michael_Jackson,Los_Angeles
Moses,Mount_Nebo
Moses,Mount_Nebo
Moses,Mount_Nebo
Moses,Mount_Nebo
Muhammad,Medina
Muhammad,Medina
Muhammad,Medina
Muhammad,Medina
Muhammad_Ali,Scottsdale
Muhammad_Ali,Scottsdale
Muhammad_Ali,Scottsdale
Muhammad_Ali,Scottsdale
Nelson_Mandela,Johannesburg
Nelson_Mandela,Johannesburg
Nelson_Mandela,Johannesburg
Nelson_Mandela,Johannesburg
Nero,Rome
Nero,Rome
Nero,Rome
Nero,Rome
Prince_(musician),Chanhassen
Prince_(musician),Chanhassen
Prince_(musician),Chanhassen
Prince_(musician),Chanhassen
Pythagoras,Metapontum
Pythagoras,Metapontum
Pythagoras,Metapontum
Pythagoras,Metapontum
Queen_Victoria,Osborne_House
Queen_Victoria,Osborne_House
Queen_Victoria,Osborne_House
Queen_Victoria,Osborne_House
Richard_I_of_England,Ch창lus
Richard_I_of_England,Ch창lus
Richard_I_of_England,Ch창lus
Richard_I_of_England,Ch창lus
Richard_Nixon,Manhattan
Richard_Nixon,Manhattan
Richard_Nixon,Manhattan
Richard_Nixon,Manhattan
Robin_Williams,Paradise_Cay
Robin_Williams,Paradise_Cay
Robin_Williams,Paradise_Cay
Robin_Williams,Paradise_Cay
Ronald_Reagan,Bel_Air
Ronald_Reagan,Bel_Air
Ronald_Reagan,Bel_Air
Ronald_Reagan,Bel_Air
Socrates,Athens
Socrates,Athens
Socrates,Athens
Socrates,Athens
Spartacus,Strongoli
Spartacus,Strongoli
Spartacus,Strongoli
Spartacus,Strongoli
Steve_Jobs,Palo_Alto
Steve_Jobs,Palo_Alto
Steve_Jobs,Palo_Alto
Steve_Jobs,Palo_Alto
Theodore_Roosevelt,Oyster_Bay_(town)
Theodore_Roosevelt,Oyster_Bay_(town)
Theodore_Roosevelt,Oyster_Bay_(town)
Theodore_Roosevelt,Oyster_Bay_(town)
Thomas_Jefferson,Charlottesville
Thomas_Jefferson,Charlottesville
Thomas_Jefferson,Charlottesville
Thomas_Jefferson,Charlottesville
Tupac_Shakur,Las_Vegas
Tupac_Shakur,Las_Vegas
Tupac_Shakur,Las_Vegas
Tupac_Shakur,Las_Vegas
William_Shakespeare,Stratford-upon-Avon
William_Shakespeare,Stratford-upon-Avon
William_Shakespeare,Stratford-upon-Avon
William_Shakespeare,Stratford-upon-Avon
William_Wallace,Smithfield
William_Wallace,Smithfield
William_Wallace,Smithfield
William_Wallace,Smithfield
Winston_Churchill,London
Winston_Churchill,London
Winston_Churchill,London
Winston_Churchill,London